station_id,timestamp_utc,session_id,candidate_id,participant_key,trial,balloon_color,hazard_family,pumps,outcome,trial_earnings,mean_latency_between_pumps
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,4,purple,dynamic,14,collected,3.5,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,5,purple,dynamic,11,collected,2.75,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,6,purple,dynamic,14,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,7,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,8,purple,dynamic,11,collected,2.75,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,9,purple,dynamic,13,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,10,purple,dynamic,16,collected,4.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,11,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,12,teal,dynamic,4,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,13,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,14,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,15,teal,dynamic,6,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,16,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,17,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,18,teal,dynamic,5,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,19,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,20,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,21,orange,dynamic,2,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,22,orange,dynamic,1,collected,0.25,
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,23,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,24,orange,dynamic,3,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,25,orange,dynamic,1,collected,0.25,
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,26,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,27,orange,dynamic,2,exploded,0.0,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,28,orange,dynamic,1,collected,0.25,
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,29,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090200000000Z,sess-dup-identical,P-dup-identical,lab-01::P-dup-identical,30,orange,dynamic,4,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,1,purple,dynamic,9,collected,2.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,2,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,3,purple,dynamic,9,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,4,purple,dynamic,13,collected,3.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,5,purple,dynamic,13,collected,3.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,6,purple,dynamic,13,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,7,purple,dynamic,11,collected,2.75,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,8,purple,dynamic,13,collected,3.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,9,purple,dynamic,12,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,10,purple,dynamic,15,collected,3.75,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,11,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,12,teal,dynamic,6,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,13,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,14,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,15,teal,dynamic,8,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,16,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,17,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,18,teal,dynamic,7,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,19,teal,dynamic,3,collected,0.75,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,20,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,21,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,22,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,23,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,24,orange,dynamic,2,exploded,0.0,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,25,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,26,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,27,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,28,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,29,orange,dynamic,1,collected,0.25,
lab-01,20260302T090400000000Z,sess-collide-seed-a,P-COLLIDE-SEED,lab-01::P-COLLIDE-SEED,30,orange,dynamic,3,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,1,purple,dynamic,10,collected,2.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,2,purple,dynamic,10,collected,2.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,3,purple,dynamic,10,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,4,purple,dynamic,14,collected,3.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,5,purple,dynamic,11,collected,2.75,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,6,purple,dynamic,14,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,7,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,8,purple,dynamic,11,collected,2.75,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,9,purple,dynamic,13,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,10,purple,dynamic,16,collected,4.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,11,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,12,teal,dynamic,4,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,13,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,14,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,15,teal,dynamic,6,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,16,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,17,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,18,teal,dynamic,5,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,19,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,20,teal,dynamic,6,collected,1.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,21,orange,dynamic,2,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,22,orange,dynamic,1,collected,0.25,
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,23,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,24,orange,dynamic,3,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,25,orange,dynamic,1,collected,0.25,
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,26,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,27,orange,dynamic,2,exploded,0.0,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,28,orange,dynamic,1,collected,0.25,
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,29,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090500000000Z,sess-collide-free-a,P-COLLIDE-FREE,lab-01::P-COLLIDE-FREE,30,orange,dynamic,4,exploded,0.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,1,purple,dynamic,8,collected,2.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,2,purple,dynamic,11,collected,2.75,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,3,purple,dynamic,11,exploded,0.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,4,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,5,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,6,purple,dynamic,15,exploded,0.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,7,purple,dynamic,10,collected,2.5,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,8,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,9,purple,dynamic,14,exploded,0.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,10,purple,dynamic,14,collected,3.5,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,11,teal,dynamic,3,collected,0.75,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,12,teal,dynamic,5,exploded,0.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,13,teal,dynamic,7,collected,1.75,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,14,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,15,teal,dynamic,7,exploded,0.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,16,teal,dynamic,7,collected,1.75,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,17,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,18,teal,dynamic,6,exploded,0.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,19,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,20,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,21,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,22,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,23,orange,dynamic,4,collected,1.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,24,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,25,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,26,orange,dynamic,4,collected,1.0,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,27,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,28,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,29,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090600000000Z,sess-verify-corrupt,P-verify-corrupt,lab-01::P-verify-corrupt,30,orange,dynamic,2,exploded,0.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,1,purple,dynamic,8,collected,2.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,2,purple,dynamic,11,collected,2.75,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,3,purple,dynamic,11,exploded,0.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,4,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,5,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,6,purple,dynamic,15,exploded,0.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,7,purple,dynamic,10,collected,2.5,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,8,purple,dynamic,12,collected,3.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,9,purple,dynamic,14,exploded,0.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,10,purple,dynamic,14,collected,3.5,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,11,teal,dynamic,3,collected,0.75,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,12,teal,dynamic,5,exploded,0.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,13,teal,dynamic,7,collected,1.75,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,14,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,15,teal,dynamic,7,exploded,0.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,16,teal,dynamic,7,collected,1.75,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,17,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,18,teal,dynamic,6,exploded,0.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,19,teal,dynamic,5,collected,1.25,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,20,teal,dynamic,4,collected,1.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,21,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,22,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,23,orange,dynamic,4,collected,1.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,24,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,25,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,26,orange,dynamic,4,collected,1.0,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,27,orange,dynamic,1,exploded,0.0,
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,28,orange,dynamic,2,collected,0.5,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,29,orange,dynamic,3,collected,0.75,300.0
lab-01,20260302T090900000000Z,sess-dup-label,P-dup-label,lab-01::P-dup-label,30,orange,dynamic,2,exploded,0.0,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,1,purple,dynamic,9,collected,2.25,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,2,purple,dynamic,12,collected,3.0,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,3,purple,dynamic,9,exploded,0.0,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,4,purple,dynamic,13,collected,3.25,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,5,purple,dynamic,13,collected,3.25,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,6,purple,dynamic,13,exploded,0.0,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,7,purple,dynamic,11,collected,2.75,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,8,purple,dynamic,13,collected,3.25,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,9,purple,dynamic,12,exploded,0.0,300.0
lab-02,20260302T091000000000Z,sess-drift-currency,P-drift-currency,lab-02::P-drift-currency,10,purple,dynamic,15,collected,3.75,300.0
